text_id,text,task_1,task_2,task_3
hasoc_en_982,You’re going to trigger the independence of Scotland.    You’re going to cause a rekindling of the Northern Ireland troubles.     Ultimately Northern Ireland will also split from England.     You better think about a new national flag.,HOF,HATE,TIN
hasoc_en_2283,@ICC Dear ICC focus on improving the standard of Umpiring.Which is important than then dhoni's Gloves. @BCCI @StarSportsIndia @cricketworldcup #DhoniKeepsTheGlove https://t.co/6fVW93rvzg,NOT,NONE,NONE
hasoc_en_4742,IN #BREAKING WORLDWIDE #NEWS: DEVIL POSSESSED SEVENTH KINGDOM #SERIAL #PERVERT AND #SERIAL #MURDERER DONALD #TRUMP HAS BEEN ORDERED TO TURN HIMSELF INTO THE #LEGAL #AUTHORITIES TO BE EXECUTED FOR #TREASON AGAINST THE LORD GOD,NOT,NONE,NONE
hasoc_en_268,"Now we can add #FlagRapist to the resume of #Traitor, #Pedophile, #Racist, #Rapist and serial sexual predator of women @RealDonaldtRump! https://t.co/2nBGNxGIsi via @HuffPostPol #MeToo",HOF,OFFN,TIN
hasoc_en_1105,@matthwatson @TheRealOJ32 We know the real OJ. #murderer,NOT,NONE,NONE
hasoc_en_2306,"Trump says the Dems' are now 'playing' the seldom used  'Contempt Card' 🙄    with 'Wilbur' Ross and Bill Barr, this fucking idiot thinks 'Contempt of Congress'  for ignoring Congressional Subpoena's, is a fucking game! 🤬                        #ImpeachTheMF  #FuckTrump",HOF,PRFN,TIN
hasoc_en_5508,What the fucking fuck? #BorisJohnson ,HOF,PRFN,TIN
hasoc_en_397,Mahendra Singh Dhoni is very cool men,NOT,NONE,NONE
hasoc_en_1936,"Boris Johnson’s campaign to become PM and unite U.K. is sheer duplicity. In 2004 he published a poem calling for the 'extermination' of Scottish people, in the Spectator. One line states “polluting our stock”. #BorisJohnsonShouldNotBePM #GeneralElectionNow  https://t.co/LCMpuS8p3v",NOT,NONE,NONE
hasoc_en_387,"#murderer the hatred, #Cop Says Man Has A Gun Until He Realizes He's Being Filmed https://t.co/0AjKLoetHR via @YouTube",NOT,NONE,NONE
hasoc_en_1702,@GOP @realDonaldTrump is a #traitor to #America!   #FuckTrump #TrumpMustResign #TrumpMustBeLockedUp #AmericansForImpeachment #TrumpIsATraitor #Treason https://t.co/kbaW8VjwKN,HOF,OFFN,TIN
hasoc_en_1629,#DoctorsFightBack also we want an apology from hon'ble CM bcoz she has insulted the entire doctor fraternity of india by giving communal anlge to this entire matter ..shame,NOT,NONE,NONE
hasoc_en_3586,@JustinTrudeau You meant to say you need a Sippy Cup or Baby Bottle.  Holy are you HIGH AS FUK? #trudeauisaclown #FakeFeminist #LittlePotato #liar #dickhead #climatehoax #fearmonger #trudeauneedsanipple,HOF,PRFN,TIN
hasoc_en_5453,"#DoctorsFightBack | Infrastructure, GDP is a long term issue, right now the problem is safety of doctors: Pradeep Bhandari, Founder Jan Ki Baat https://t.co/V5J7oR5Ht1",HOF,HATE,UNT
hasoc_en_2715,@RepChrisStewart ——    @RepChrisStewart hitched himself to the #TrumpTrain of lies today.      Chris will get an education as he’s dragged through the mud.     Sad!    #VoteBlueNoMatterWho   #TrumpIsATraitor     ——-,HOF,HATE,TIN
hasoc_en_5786,"#FuckTrump we don't give a damn if this offends him and nobody else should, either! Grow a pair @StevenMnuchin1! You're too cowardly to release his taxes and should be held in contempt and in jail for every day you refuse to release them. You're a coward, we want the $20Tubman! https://t.co/DNID6p1GL8",HOF,OFFN,TIN
hasoc_en_4976,@pollypreston @MattHancock It comes with a vacant seat in the PM's office as #BorisJohnsonShouldNotBePM  won't bother to turn in,HOF,HATE,TIN
hasoc_en_927,Beta Whatsapp message par itna bharosa mat Karo ...  Aisa kanji nahi kaha tha...,NOT,NONE,NONE
hasoc_en_1564,"#EVMsarkar seems to be desperately wanting to TOPPLE #WestBengal Govt - and using #IMA (#indianmedicalassociation ) as a TOOL !    #Doctors who are members of IMA, are SITUATIONAL PRISONERS !    #DoctorsStrike is FOR THIS, which is being staged by #IMAFraud !    #EVM #EVMPM #Mamata https://t.co/qQGLg10fgv",NOT,NONE,NONE
hasoc_en_3623,@BigCRock101 The first thing you should have learned is that NO means NO #rapist,HOF,HATE,TIN
hasoc_en_749," @BorisJohnson: 'I met some brilliant police graduates with @patel4witham in Birmingham today. We're going to have 20,000 more police in the next three years, stopping violent crime & keeping communities safe.'    What else matters to you? Let Boris know - http://views.conservatives.com/priorities ",NOT,NONE,NONE
hasoc_en_2761,ICC means (islamic cricket council)  Pakistan team ??   Shame you icc   love you mahi 💗💗#DhoniKeepsTheGlove https://t.co/gjJGBnefvw,HOF,HATE,TIN
hasoc_en_3190,Thanks MSD...Now the entire world knows about 'Balidan Insignia'    #IndiaWithDhoni #DhoniKeepTheGlove #BalidaanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove https://t.co/WalrLiRmZA,NOT,NONE,NONE
hasoc_en_4491,"@haaz1q You didn't get this yet.? Its the #AntiMuslim party going on, nobody want to disturb this.",HOF,HATE,UNT
hasoc_en_210,Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,NOT,NONE,NONE
hasoc_en_910,Twitter is ‘researching’ whether or not they should allow white nationalists to send racist tweets #Resist #ResistTrump #FuckTrump https://t.co/DOEO8NBt3b,NOT,NONE,NONE
hasoc_en_1290,@Markfry809 I blocked him!  #MURDERER,NOT,NONE,NONE
hasoc_en_5285,The Netflix show 'When they see us'  has me mad!! #Theydidntdoit 🗣️ #fucktrump 😡😡 Fuck those New York police!! WTF @netflix @WhenTheySeeUs,NOT,NONE,NONE
hasoc_en_1867,"Climate Change Poses Major Risks to Financial Markets, Regulator Warns #Resist #ResistTrump #FuckTrump https://t.co/hDHpTnoUSs",NOT,NONE,NONE
hasoc_en_1843,England's cricketers wear a poppy on their collars against India to remember those killed in conflict https://t.co/pCaZyTUlMG in 2016. Then why stop dhoni to wear the balidaan batch.  #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_2498,@ICC @HomeOfCricket @englandcricket @askBCCI @cricketausmedia     How can ICC organise a world cup in such weather. Its highly unfair to teams and biased on part of ICC. #shameonicc https://t.co/wvKcaPNDJ6,NOT,NONE,NONE
hasoc_en_5748,@realDonaldTrump Since it's your birthday #FUCKTRUMP #JohnMcCainDay,HOF,PRFN,TIN
hasoc_en_105,@mayukhrghosh This is applaudable move by doctors. They save our lives. We must support them against the voilence. #Savethedoctors  #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_959,Doctors at #Cuttack district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal #DoctorsFightBack #DoctorsStrike https://t.co/EX35msTNVJ,NOT,NONE,NONE
hasoc_en_1794,Name the lie? #Murderer https://t.co/jeUKXvPgBs,NOT,NONE,NONE
hasoc_en_2089,I'm SOOO excited! Going 2 take my granddau 2 DC &amp; NYC 4 the 4th! Can I get away w/ holding up a #FUCKTRUMP sign on PA Ave &amp; taking a selfie? I haven't been on a vaca like this n 30 yrs. I never thot I'd b able 2 travel again b4 my hip surg.   #SUMMERVACATION  #DCNYCHereWeCome,NOT,NONE,NONE
hasoc_en_2703,@RebeccaEMenzies I’d be a twat and reply back like an old English teach and correct all of their grammar 😉 #dickhead,NOT,NONE,NONE
hasoc_en1_3866,Super excited to share a new addition to my family n life.. Delivered a baby boy.. Thanks for all ur wishes n support.. Wil b back in action soon..,NOT,NONE,NONE
hasoc_en_332,I stand with him ...He always made us proud 🙏✌#DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_628,"No continued CU/SM after Oct 31st; honour the referendum result, or kiss goodbye to your premiership.",NOT,NONE,NONE
hasoc_en_5075,"@realDonaldTrump But then again, you are the BIGGEST HYPOCRITE going, so what else would anyone expect of you! #DoucheBag https://t.co/o0WQVWC31p",HOF,OFFN,TIN
hasoc_en_5422,@realDonaldTrump @foxandfriends @FoxNews Will not watch. Didn’t watch. #BoycottFoxNews #TrumpLiesEveryTimeHeSpeaks #TrumpResignNow #TrumpIsADisgrace #TrumpIsATraitor #TrumpIsNotExonerated #TrumpIsNotAboveTheLaw,HOF,HATE,TIN
hasoc_en_2460,#GandiNaaliAbuse Some  of these abusive politicians are responsible for fanning hatred & incite atrocities across India. They are part of the problem & not a solution. People of the country have rightly rejected them. They cause immense harm to the society.,NOT,NONE,NONE
hasoc_en_1775,@PFantta Doctors should be back each time they r beaten up for doing the duty?? No matter even if they r killed but they should do their duty..  #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_5350,#borisjohnson huge twat. Would be a disaster in office. #BorisJohnsonShouldNotBePM #borisjohnsontruthdodger https://t.co/oxzH9OAfdw,NOT,NONE,NONE
hasoc_en_4921,"@GlenC30897921 @webblakewoman @realDonaldTrump Sure you are, and trump is a good man lol  #Pisspoor   #Brokeashell   #Dickhead   #DumpTrump2020   #Trumponeanddone https://t.co/g8zVNupc9m",NOT,NONE,NONE
hasoc_en_4344,As if telling #Trump this is illegal will deter him.    #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident    https://t.co/BLehKont33,HOF,HATE,TIN
hasoc_en_4569,"@realDonaldTrump @OANN LOL 😂.  If it wasn't so PATHETIC... it would be funny that you think you've accomplished so much.  You've accomplished NOTHING... except divide this country !!  You are the absolute WORST one-term, so-called President EVER    #TrumpIsATraitor",HOF,OFFN,TIN
hasoc_en_2687,"#ShameOnICC here in the UK there is no publicity, no buzz , no news about the cricket and definitely no TV coverage  highlights at midnight! Uk should never be allowed to host again. Selling a national event to Rupert Murdoch's Sky!!",NOT,NONE,NONE
hasoc_en_377,"Six years is too long #Refugees in #Indonesia cannot tolerate anymore living in limbo. The protest continuous asking for justice, for fair process, We all refugees responsible to company Thoes guys . Wake up refugees in all the cities please. It's enough and enough to be wait.",NOT,NONE,NONE
hasoc_en_5684,@realDonaldTrump @MarshaBlackburn I think you mean achomlishments. #IdiotTrump #ImpeachTrumpNow #LockHimUp,HOF,HATE,TIN
hasoc_en_5141,@deesnider Nothing more ignorant than forcing everyone to hear your conversation... #douchebag,NOT,NONE,NONE
hasoc_en_4790,"#MeaCulpa. #MyBad. I’m the #DoucheBag. Bad day and took it out on @FOXSports and @DIRECTV. #RainDelay should look at the scroll! You know, read before you leap. My apologies. I’m a #JERK.",HOF,PRFN,TIN
hasoc_en_2898,Why does Boris Johnson have to talk about his personal life? If he doesnt want to he doesnt have to. Couldnt give a flying fuck anyway but people saying its a public interest need to get a life.,HOF,PRFN,TIN
hasoc_en_4340,@ProfMKay #DoctorStrike  Police officer at CMRI Hospital slapped a junior doctor in the evening 'without provocation'     Do think the idea work in #WestBengal under #TMC chief #MamataBanerjee ?  #SaveTheDoctors   #SaveBengal   #DoctorsFightBack   https://t.co/ZM53stD0em,HOF,HATE,TIN
hasoc_en_1711,#huckabeesdaughterlies #huckabeesdaughterlies.... your daughter lies so much you cant tell the difference betwern her and #trumpisatraitor https://t.co/oUUHNifisx,NOT,NONE,NONE
hasoc_en_5387,'Past visits by Johnson to Ireland don´t exactly inspire confidence.'  #BorisJohnsonShouldNotBePM   https://t.co/BSFYymt6A0,HOF,HATE,TIN
hasoc_en_5347,@Akashraaz008 O man just wanted to tell you people that what is your acctual worth. Why you people tries to do what you cant can't bear.   You people started trends #DhoniKeepsTheGlove #DhoniKeepTheGlove #DHONIKESAATHDESH #dhonigloves but at last indian #bentdownitskeens,NOT,NONE,NONE
hasoc_en_2479,"@PaulaEbbenWBZ I’m thinking he can’t make it on the outside and wants to go bck to the can, looks like he will be successful #Creepy #SlimeBall #Murderer",NOT,NONE,NONE
hasoc_en_4985,@BCCI is one greedy corrupt n wat not organisation....  @ICC to hell with you    #Comebackindia     #DhoniKeepsTheGlove,HOF,OFFN,TIN
hasoc_en_5262,"It takes weeks, sometimes months to determine the source of a fire or plane crash, but somehow @SecPompeo was able to remotely conclude that Iran attacked a tanker in the Gulf within hours. #WeAreNotStupidGOP #FuckTrump #BloodForOil is GOP creed.",NOT,NONE,NONE
hasoc_en_1367,@TeamTrump @realDonaldTrump This comments thread is a real 'who's who' of whote supremecy! #TrumpsAmeriKKKa #TrumpDumpsters #FuckTrump #NotMyPresident #LockHimUp #LoserTrump #Criminal,NOT,NONE,NONE
hasoc_en_174,"@ConnorAves #murderer, think of it’s family!!!!",NOT,NONE,NONE
hasoc_en_859,"We work hard  try our hardest to save you. A great doctor never wants a bad result or a lost patient! We cry for patients too - Trust me! But, what to do? We are not God - He decides who will get cured, we are only the instrument!  #DoctorsFightBack #DidiVsDoctors #DoctorsProtest https://t.co/NJ3ZcDaxOw",NOT,NONE,NONE
hasoc_en_5144,You’re a complete IDIOT.   #FUCKtRump https://t.co/BSbmlCkqxV,HOF,PRFN,TIN
hasoc_en_5155,@realDonaldTrump @USArmy #HappyJohnMcCainDay EVERYONE! #FUCKTRUMP #NOTMYPRESIDENT #TRUMPRESIGN #SHOVEURWALLUPURFATASSCUNTBAG #IMPEACHTHEMOTHAFUCKA,HOF,PRFN,TIN
hasoc_en_3525,10 years   09 years   08 years   07 years   06 years   05 years   04 years   03 years   02 years   01 years   09 Month   06 Month     Girls raped by people   Belongs to our Society  Our Nations   I never imagined even   How these black heart   Devil soul   Moving in our Society  #Rapist   #Justice,NOT,NONE,NONE
hasoc_en_3322,"@realDonaldTrump America WAS always great until YOU ruined it! You’re no leader!     All you are is an over bloated bovine with foul breath, no honor, no principles, no integrity, no dignity and certainly no morals!     #FuckTrump",HOF,HATE,TIN
hasoc_en_4003,"@FinancialXpress #MamataLosingControl #DoctorsFightBack in this melee, something remains unreported- who was this patient? How come he had 200 armed hooligan 'relatives'  ready for attack at late hour.   Any Political connections? Unlikely there won't be @HMOIndia https://t.co/Bf8bEBnj2G",HOF,HATE,UNT
hasoc_en_720,"धोनी के ये बेस्ट रिकॉर्ड, जिन्हें शायद ही कोई क्रिकेटर तोड़ पाए    #Sachin #TeamIndia #Dhoni #dhoniisback #dhoniinbillionhearts #ViratKohli #BCCI #ICC     @DHONIism",NOT,NONE,NONE
hasoc_en_4380,@dbongino @DonaldJTrumpJr Stop!! Just freaking stop!!  Every lying azz Trumpster is peddling the same phony narative!!    Give us a break!  You assume American citizens are as dumb as Trump and his plethera of professional liars are+    That ship has sailed budy. 30 months of this BS is enough!  #TrumpIsATraitor https://t.co/OO2pSWp613,NOT,NONE,NONE
hasoc_en_4775,"Mohamed bin Salaam - #murderer, #liar.    Iranian Clerics - #murderers, #liars    Donald J. Trump - defends murderers, infamous #grifter, habitual liar, #cheater, #thief.     See the problem?",HOF,OFFN,TIN
hasoc_en_1953,@ICC still has time to change the schedule of @BCCI vs @TheRealPCB match before it gets washed out on Sunday. The people of both nations wait for 4 years for this contest and if the game is cancelled than ICC have no idea about the heat they’ll have to face. #ShameOnICC #ENGvsWI,NOT,NONE,NONE
hasoc_en_3312,@shepnewsteam is explaining the law of supply and demand pertaining to umbrellas during rainstorms?  GTFO you moron.  #FoxNews #Douchebag,HOF,PRFN,TIN
hasoc_en_2493,Keep it moving #TrumpIsATraitor #ImpeachmentInquiryNow https://t.co/Q0rsoNgRPc,NOT,NONE,NONE
hasoc_en_4891,@realDonaldTrump All those polls were true. Hillary was a head of u the entire time. By those % too. The problem is the EC decided ignore our votes and choose u anyway. NVM all the Russian hacking of the election and voting machines.   #traitortrump   #TrumpCrimeFamily   #TrumpIsATraitor,HOF,HATE,TIN
hasoc_en_4337,"How can such a practiced liar as #BorisJohnson be scared of making a mistake in the TV debate and how on earth is he going to cope with the EU, will he just refuse to engage? #BorisJohnsonShouldNotBePM  #deathofthetories #borisisajoke #runningscared",HOF,HATE,TIN
hasoc_en_2037,"Please really, really imagine for a second, for a nanosecond about the insanity required to even consider #borisjohnson as the Prime Minister of this country? #BorisJohnsonShouldNotBePM   There can’t be anybody alive that is stupid enough to consider this idiot for the job",NOT,NONE,NONE
hasoc_en_5488,"#GandiNaaliAbuse @republic Shout, shout,  SHOUT!  What's the use? Can't make head nor tail of the so-called 'debate'. Waris is a twit. But Arnab joining in his screaming match? When the 'Republic' has to shout,  it's a sure sign of anarchy round the bend. Get ready folks.",HOF,OFFN,TIN
hasoc_en_941,How many Muslim retweeted your post or atleast liked it... Self proclamations is little harmful. But then u being who you are.. I shall rest my case..,NOT,NONE,NONE
hasoc_en_5133,Hogan Gidley??  -  -  -  Hogan.  -  -  -  Gidley.  -  -  -  Do you still need a penicillin Rx to treat that or is there an over-the-counter remedy? #douchebag https://t.co/5Ke3FHo5EW,NOT,NONE,NONE
hasoc_en_3404,This is NOT surprising at all. Trump will try to start a war because he believes it will help him get re-elected. It's actually not necessary though if you're just going to cheat anyway. #TrumpIsATraitor https://t.co/AkeKLyF3wP,NOT,NONE,NONE
hasoc_en_19,@ICC  @BCCI  What about Virat Kholi tattoos 😂😂    #DhoniKeepsTheGlove https://t.co/hGaAB9GCyD,NOT,NONE,NONE
hasoc_en_3692,@ACTBrigitte Our country deserves better than a draft-dodging coward. McCain SERVED; #CadetBoneSpurs DIDN'T.  #FuckTrump  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!,NOT,NONE,NONE
hasoc_en_260,What kind of wish is that Ex CM wants his state to burn...@ncbn he is sounding like a FASCIST..he will be liked only Mitra @moitra_mahua and Mamata banerji @MamataOfficial,HOF,OFFN,TIN
hasoc_en_1,"#DhoniKeepsTheGlove | WATCH: Sports Minister Kiren Rijiju issues statement backing MS Dhoni over 'Balidaan Badge', tells BCCI to take up the matter with ICC and keep government in the know as nation's pride is involved    https://t.co/zuo5335Rjr",NOT,NONE,NONE
hasoc_en_3629,#DoctorsFightBack IMA announced strike on 17th June.. ..@MamataOfficial #Savethedoctors https://t.co/juzWT3E4KZ,NOT,NONE,NONE
hasoc_en_5543,@realDonaldTrump @senatemajldr @MarkWarner Are you feeling closer to impeachment and jail? Is that why you are lashing out! #ImpeachDonaldTrump #TrumpsAnInternationalDisgrace #TrumpsWorseThanNixon #TrumpIsATraitor #TrumpBirthday,NOT,NONE,NONE
hasoc_en_2175,"The CM of the State, also the Health Minister, and such a ruthless response to the State Governer?? @MamataOfficial has completely lost the #WestBengal The situation is worse than what is actually looks from the videos/pictures at Social media &amp; News #DoctorsFightBack #SaveBengal https://t.co/4wz5uHDCUv",NOT,NONE,NONE
hasoc_en_1357,@POTUS   @WhiteHouse   @FLOTUS   @EricTrump   @DonaldJTrumpJr   Happy #JohnMcCainDay !  #ImpeachTrumpNow   #TrumpIsATraitor https://t.co/bMNhCzKbTu,NOT,NONE,NONE
hasoc_en_5206,Wow! #DoucheBag #FakeLibertarian #JustinAmash is done 16 points already! #IngrahamAngle https://t.co/BYQIzLO8NF,NOT,NONE,NONE
hasoc_en_622,"Most Of America’s Terrorists Are White, And Not Muslim ",NOT,NONE,NONE
hasoc_en_5500,"Back a man with no morals, no clue and could not give a fuck about anyone. Sounds a stupid idea. pic.twitter.com/d8lBFYwp0E",HOF,PRFN,TIN
hasoc_en_2827,#GandiNaaliAbuse This unknown Congi leader @adhirrcinc is a cheap charlie who should be kicked out of the Lok Sakha for calling our PM in that gutter language. Wonder how people elect this kind of low thinking person as their Rep.,HOF,HATE,TIN
hasoc_en_993,Trump housing official squirms when confronted with president’s attacks on Baltimore: ‘Isn’t that your responsibility?’ #Resist #ResistTrump #FuckTrump ,NOT,NONE,NONE
hasoc_en_397,"Seriously, can we just get rid of this dumbass already??  What does this pos have to do before we impeach his ass and see him off to prison??  #FuckTrump #TrumpIsADumbass #NotMyPresident https://t.co/N2oqsWgVe6",HOF,PRFN,TIN
hasoc_en_5261,"The tragedy of the world right now is that a number of countries are buying into fucking idiot leaders, selling them shitty explanations, about why their lives are so shitty. And that they have the solution #TrumpIsATraitor",HOF,PRFN,TIN
hasoc_en_3113,#ShameOnICC   Lot of fans waited to see how it rains...Instead of spotting mistakes in gloves...Show some intrest in maintenance also...@ICC https://t.co/VjKCgq0pXH,HOF,HATE,TIN
hasoc_en_183,Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k,NOT,NONE,NONE
hasoc_en_906,@mamata_for_PM ACTUAL HITLAR IS MAMTA BANERJI IN WEST BENGAL...TOTALLY ANTI HINDU AND PRO MUSLIM...MULLI,HOF,HATE,TIN
hasoc_en_5538,"@SenSchumer I'd like to think we are better than this, but we elected a racist criminal, so maybe some of us are not. #DerangedDonald #TrumpisaTraitor #TrumpHatesAmerica #TrumpisRacist",NOT,NONE,NONE
hasoc_en_1813,This Is Exactly What Privacy Experts Said Would Happen #Resist #ResistTrump #FuckTrump https://t.co/QIkI5tu49h,NOT,NONE,NONE
hasoc_en_4510,"@wreckanize @BrendaK8881 @BarbraStreisand Of course she has a NASCAR header, and a red MAGA hat and not one ounce of sense. #IdiotTrump",HOF,HATE,TIN
hasoc_en_5721,Dear @ICC if uh r capable of removing that #BalidaanBadge from @mahi77881 daily routine then do whatever it takes and i bet uh he will never keep that symbol apart from him..  Even his daughter's t-shirt says- 'my dad's a para'.  Then who uh r #BalidaanBadge  #DhoniKeepsTheGlove https://t.co/MMBtH6RMsK,HOF,OFFN,TIN
hasoc_en_5080,If the @Conservatives elect #borisjohnson I will never vote for them again! #BorisJohnsonShouldNotBePM #noshowboris,HOF,HATE,TIN
hasoc_en_817,WaPo: NRA paid thousands to board members for services #Resist #ResistTrump #FuckTrump https://t.co/uVLLjGZprD,NOT,NONE,NONE
hasoc_en_1573,This cop called for America to slaughter all ‘sodomite reprobates.’ They’re letting him ‘retire.’ #Resist #ResistTrump #FuckTrump https://t.co/2gu2um9WfK,HOF,HATE,TIN
hasoc_en_933,An image of arrested sex racketeers is going viral with different false claims. One of the false claim says insinuates that 'Hindu terrorists' were caught in Allahabad. Another false claim says that Rohingya Muslims were kidnapping boys in MP... https://timesofindia.indiatimes.com/news/fake-alert-photo-of-sex-racket-gang-shared-as-hindu-terrorists-caught-in-allahabad/articleshow/70469604.cms?utm_medium=referral&utm_campaign=iOSapp&utm_source=facebook.com …,NOT,NONE,NONE
hasoc_en_1801,Trump's remark stuns CNN panel: 'Whose side is he on?' #Resist #ResistTrump #FuckTrump https://t.co/xcIQg9xCZL,NOT,NONE,NONE
hasoc_en_2281,#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u,NOT,NONE,NONE
hasoc_en_2430,How the fuck does Boris keep finding women to sleep with him ? He looks like a preschooler drew a rapists face on a chunk of uncooked sausage meat #BorisJohnson #BorisJohnsonShouldNotBePM pic.twitter.com/16e9rypbWN,HOF,PRFN,TIN
hasoc_en_100,Fuck. Is this really happening! You guys are awesome!!!  Please make a vlog there! Copyright my ass ICC! ,HOF,PRFN,TIN
hasoc_en_5240,When will we understand this thing that A #rapist has no religion they don’t care who the little girl is little #Aasifa or little #twinkleThey must be rewarded with capital punishment. It’s time to awake yourself.A girl should shouldn’t be judged by her religion #JusticeForTinkle https://t.co/XVcQ6XMC8r,NOT,NONE,NONE
hasoc_en_5292,Preachers are having a ‘Make America Straight Again’ event in Orlando &amp; they’re praying for violence #Resist #ResistTrump #FuckTrump https://t.co/TFPevsO0ZN,NOT,NONE,NONE
hasoc_en_4291,FCKNG #freaktrump #narcissist #psychopathTrump #sociopathTrump #liarTrump #moronTrump #idiotTrump #bozoTrump #criminalTrump https://t.co/arrlw0MIYj,HOF,PRFN,TIN
hasoc_en_97,Electric cars with only 5% gst !! You can lick ass of Muslim!! ,HOF,PRFN,TIN
hasoc_en_4866,"2)    Oh, roasting in torture camps along border are mothers with kids. CHAIN LINK DOG RUNS. No shade,no blankets, no food.     Stephen Miller &amp; Trumputin and Nazi ghosts are gleeful re: concentration camps.     They deserve 2b sent to the Hague.   Only path to redeem USA.   #FuckTrump",HOF,OFFN,TIN
hasoc_en_4651,@AWMurrison @BorisJohnson And you’re a #dickhead,HOF,PRFN,TIN
hasoc_en_1831,Icc can see Ms dhoni badge but doesn't see the ground was not covered #ShameOnICC https://t.co/PY4RxFbhRk,NOT,NONE,NONE
hasoc_en_602,Surgeon Simulator- Bobs Getting His Brain Ripped Out  #fail #surgeonsimulator #surgeon #simulator #gaming #youtube #youtubegaming #murderer #quarkgames #pcgaming #indie #indiegame #LetsPlay #brain #funny #Complete  #epic #brainhealth   https://t.co/jDox2KmVkc,NOT,NONE,NONE
hasoc_en_5804,#CitrusHitler admitting he would be willing to compromise electoral sovereignty in the country he purports to preside over should anger all Americans.  It is openly treasonous and an insult to every person who has fought to defend our institutions.    #FuckTrump,HOF,HATE,TIN
hasoc_en_4900,Never forget who you are dealing with #putler #murderer Vladimir Putin &amp; 1999 Russian Apartment-House Bombings -- Was Putin Responsible? | National Review ⁦@McFaul⁩  https://t.co/wfe18GKoBP,NOT,NONE,NONE
hasoc_en_5023,Mrs. Mamata banerjee what will you do when you fell ill? Call the police or the doctors?  #DoctorsStrike  #DoctorsProtest  #IstandwithNRS  #DoctorsFightBack https://t.co/CbPbFnVX4D,HOF,HATE,TIN
hasoc_en_555,It's ICC RAIN WORLD CUP 2019. Totally flopped.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/g5WhLHUcGZ,NOT,NONE,NONE
hasoc_en_1160,Either rain or  one sided games. This World Cup sucks big fucking time. @ICC @cricketworldcup #ShameOnICC #RainStopsMatch #ENGvsWI #CWC #INDvNZ #WorldCup,HOF,PRFN,TIN
hasoc_en_1214,@RWPUSA @NorCalAntonio @nytimes #TrumpIsATraitor  He should be long gone by now.,NOT,NONE,NONE
hasoc_en_881,@tweetmommybop @ParkerMolloy Pete whatever is trump’s kind of guy #TrumpIsACheater #TrumpMustResign #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_1326,@GitaSKapoor @narendramodi BCCI ne captain ke sivay kishiko bhi wave back karne ko strictly mana Kiya hai.😁  Due to #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_4292,@amvetsupport I've stepped in things that had more integrity than Donald Trump. #FuckTrump,HOF,PRFN,TIN
hasoc_en_998,#ISupportSarabjeetSingh and yeah #FuckDelhiPolice 🖕,HOF,PRFN,TIN
hasoc_en_701,Hey #doctors_against_assualt and #IMAFraud and @BJP4India @MukulR_Official @me_locket @KailashOnline @drharshvardhan @MoHFW_INDIA  👇for partisan and divisive guys like you https://t.co/Zvyr9oon31,NOT,NONE,NONE
hasoc_en_2701,"@realDonaldTrump China, Russia, North Korea style propaganda videos!  Thank you commandant Trump!  #TrumpsAnInternationalDisgrace #Trump #TrumpRussia #TrumpisaTraitor",NOT,NONE,NONE
hasoc_en_5318,"@RepMikeJohnson I'd rather spend my tax dollars investigating the orange criminal occupying the white house, than wasting taxpayer money on trump's endless golfing while he violates the emoluments clause! #Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump",HOF,OFFN,TIN
hasoc_en_1848,This is why UP Police took @PJkanojia by force who were in civil dress claims his wife.....    Why is this news not a national outrage?  #IStandWithPrashantKanojia   Why #DhoniKeepsTheGlove is important and not the missing #AN32 ?    Time 4 media 2 get their priorities right  #SaveNews https://t.co/ufiEwOU4RP,NOT,NONE,NONE
hasoc_en_5344,@BrianJWrites @RepMarkMeadows @realDonaldTrump @GOP Read to the end #DoucheBag I copied the quote for you. Praised be!,HOF,PRFN,TIN
